#Depth. m	Depth Bottom. m	Depth top. mwe	Depth bot. mwe	Nh4[ppb]	Ca[ppb]	No3[ppb]	So4[ppb]
45.206	45.249	26.776	26.808	35.103	56.307	108.909	232.796
45.249	45.291	26.808	26.84	35.103	56.307	108.909	232.796
45.291	45.466	26.84	26.97	73.390	130.777	205.766	416.452
45.466	45.641	26.97	27.1	123.918	176.550	298.476	520.192
45.641	45.816	27.1	27.231	323.759	475.099	841.269	1157.307
45.816	45.991	27.231	27.361	204.802	589.275	506.569	831.802
45.991	46.166	27.361	27.491	92.398	359.809	334.538	372.959
46.166	46.341	27.491	27.621	43.288	92.328	175.715	232.294
46.341	46.400	27.621	27.668	16.020	36.602	121.441	171.603
46.400	46.460	27.668	27.714	9.209	37.902	125.894	247.960
46.460	46.519	27.714	27.76	48.485	84.492	227.411	524.776
46.519	46.579	27.76	27.807	55.150	79.576	270.779	568.549
46.579	46.638	27.807	27.853	38.981	52.599	227.240	439.949
46.638	46.698	27.853	27.9	25.432	57.048	90.415	296.281
46.698	46.883	27.9	28.045	311.721	798.196	659.771	1180.511
46.883	47.069	28.045	28.191	382.531	671.191	859.530	1354.312
47.069	47.254	28.191	28.336	342.761	409.257	612.024	1080.067
47.254	47.439	28.336	28.482	242.222	327.873	419.300	829.625
47.439	47.625	28.482	28.628	231.476	805.333	445.976	719.604
47.625	47.810	28.628	28.773	155.733	662.024	402.095	906.962
47.810	47.841	28.773	28.798	41.243	99.572	153.976	326.930
47.841	47.873	28.798	28.823	41.243	99.572	153.976	326.930
47.873	47.904	28.823	28.848	35.351	77.549	173.691	360.283
47.904	47.936	28.848	28.873	35.351	77.549	173.691	360.283
47.936	47.967	28.873	28.898	75.449	83.176	170.420	441.199
47.967	47.999	28.898	28.923	75.449	83.176	170.420	441.199
47.999	48.134	28.923	29.029	181.409	280.549	405.324	698.030
48.134	48.269	29.029	29.136	172.732	184.831	613.791	775.454
48.269	48.405	29.136	29.242	290.671	317.951	708.698	862.132
48.405	48.540	29.242	29.348	218.717	448.572	480.314	713.842
48.540	48.675	29.348	29.455	182.934	701.511	605.973	824.525
48.675	48.810	29.455	29.561	78.631	110.965	276.210	320.279
48.810	48.892	29.561	29.625	33.736	28.802	137.390	198.630
48.892	48.974	29.625	29.689	27.887	23.578	148.941	245.715
48.974	49.055	29.689	29.753	39.065	30.213	130.939	303.902
49.055	49.137	29.753	29.817	42.076	58.542	140.989	401.540
49.137	49.219	29.817	29.881	42.431	76.450	359.087	277.869
49.219	49.301	29.881	29.945	43.048	63.502	132.131	263.592
49.301	49.465	29.945	30.076	91.328	106.110	234.156	517.738
49.465	49.629	30.076	30.207	330.663	399.889	568.361	886.914
49.629	49.793	30.207	30.338	290.752	619.793	487.338	813.401
49.793	49.958	30.338	30.469	255.033	612.875	395.348	713.620
49.958	50.122	30.469	30.6	99.192	161.962	251.766	381.973
50.122	50.286	30.6	30.731	84.445	157.894	288.005	454.781
50.286	50.377	30.731	30.804	25.339	202.314	201.860	312.828
50.377	50.468	30.804	30.876	8.713	86.685	109.283	97.392
50.468	50.560	30.876	30.948	11.004	58.286	108.112	149.453
50.560	50.651	30.948	31.021	8.557	24.806	78.298	69.494
50.651	50.742	31.021	31.093	18.711	30.269	194.049	162.734
50.742	50.833	31.093	31.166	20.714	53.976	248.589	247.896
50.833	51.017	31.166	31.314	160.417	182.145	309.130	494.377
51.017	51.201	31.314	31.461	186.008	266.846	407.713	786.932
51.201	51.385	31.461	31.609	399.546	858.403	797.081	1368.861
51.385	51.570	31.609	31.756	347.395	399.636	500.615	1039.843
51.570	51.754	31.756	31.904	138.579	227.153	335.780	475.469
51.754	51.938	31.904	32.052	135.863	128.793	231.954	385.608
51.938	51.971	32.052	32.078	24.931	46.565	126.836	216.414
51.971	52.003	32.078	32.104	24.931	46.565	126.836	216.414
52.003	52.036	32.104	32.13	46.772	75.462	279.510	392.129
52.036	52.068	32.13	32.156	46.772	75.462	279.510	392.129
52.068	52.101	32.156	32.182	24.554	49.739	167.651	261.950
52.101	52.133	32.182	32.208	24.554	49.739	167.651	261.950
52.168	52.337	32.236	32.372	205.447	473.134	448.624	1179.524
52.337	52.505	32.372	32.509	350.898	594.702	617.759	1158.207
52.505	52.674	32.509	32.645	266.822	345.630	512.497	773.847
52.674	52.843	32.645	32.781	243.307	443.509	472.248	743.676
52.843	53.011	32.781	32.917	153.510	440.303	220.827	427.745
53.011	53.180	32.917	33.054	143.540	697.469	266.154	807.246
53.180	53.235	33.054	33.098	59.160	193.785	174.646	302.031
53.235	53.291	33.098	33.143	37.491	90.379	143.986	295.673
53.291	53.346	33.143	33.188	26.250	45.807	111.457	269.945
53.346	53.401	33.188	33.233	20.258	34.404	110.341	275.716
53.401	53.457	33.233	33.278	18.661	35.281	141.318	300.966
53.457	53.512	33.278	33.322	29.068	54.236	201.278	306.681
53.512	53.681	33.322	33.461	183.030	214.852	328.045	604.419
53.681	53.850	33.461	33.6	222.456	431.362	425.559	777.465
53.850	54.018	33.6	33.739	530.791	1690.378	829.922	1675.363
54.018	54.187	33.739	33.878	356.637	780.312	622.977	1128.796
54.187	54.356	33.878	34.017	86.250	140.191	251.056	421.096
54.356	54.525	34.017	34.156	33.473	188.170	318.182	415.536
54.525	54.570	34.156	34.193	17.789	60.604	267.324	152.804
54.570	54.616	34.193	34.231	17.976	62.810	352.446	167.192
54.616	54.662	34.231	34.268	18.860	65.420	424.956	184.748
54.662	54.708	34.268	34.306	34.547	78.326	303.548	280.807
54.708	54.754	34.306	34.343	47.271	113.005	238.717	347.383
54.754	54.800	34.343	34.381	57.059	139.681	188.846	398.596
54.800	54.939	34.381	34.495	169.470	236.547	464.006	639.060
54.939	55.078	34.495	34.609	205.319	154.859	356.963	700.877
55.078	55.217	34.609	34.723	230.632	365.767	706.756	831.004
55.217	55.355	34.723	34.837	124.992	128.753	191.623	452.024
55.355	55.494	34.837	34.951	109.015	149.839	200.659	378.961
55.494	55.633	34.951	35.065	92.488	111.110	187.905	361.684
55.633	55.645	35.065	35.075	19.689	60.117	304.531	353.905
55.645	55.657	35.075	35.085	19.689	60.117	304.531	353.905
55.657	55.669	35.085	35.095	19.689	60.117	304.531	353.905
55.669	55.682	35.095	35.105	19.689	60.117	304.531	353.905
55.682	55.694	35.105	35.115	19.689	60.117	304.531	353.905
55.694	55.706	35.115	35.125	19.689	60.117	304.531	353.905
55.706	55.855	35.125	35.246	459.614	706.792	757.171	1538.269
55.855	56.004	35.246	35.368	331.828	730.452	513.279	921.989
56.004	56.152	35.368	35.489	324.418	219.456	387.166	822.312
56.152	56.301	35.489	35.611	74.128	95.145	189.572	233.048
56.301	56.450	35.611	35.733	120.218	202.070	183.419	366.635
56.450	56.599	35.733	35.854	91.193	278.176	201.360	400.290
56.599	56.653	35.854	35.898	12.250	40.932	57.279	97.145
56.653	56.707	35.898	35.942	14.829	52.269	134.681	345.154
56.707	56.761	35.942	35.986	11.986	29.169	84.720	242.507
56.761	56.815	35.986	36.03	13.395	20.760	61.712	213.526
56.815	56.869	36.03	36.074	15.951	20.596	57.970	216.821
56.869	56.923	36.074	36.118	17.360	24.928	70.447	225.314
56.923	57.035	36.118	36.211	160.712	395.998	307.268	704.663
57.035	57.147	36.211	36.304	226.346	328.958	318.035	743.120
57.147	57.260	36.304	36.397	185.736	164.223	344.946	437.646
57.260	57.372	36.397	36.489	113.130	92.547	177.200	360.323
57.372	57.484	36.489	36.582	161.650	285.491	281.933	651.739
57.484	57.596	36.582	36.675	55.278	192.828	149.553	399.542
57.596	57.643	36.675	36.713	25.569	63.611	86.498	155.330
57.643	57.689	36.713	36.751	20.769	53.232	98.468	141.258
57.689	57.735	36.751	36.789	12.122	35.949	121.220	118.988
57.735	57.782	36.789	36.828	19.875	83.834	128.001	209.540
57.782	57.828	36.828	36.866	15.554	53.633	92.929	149.879
57.828	57.874	36.866	36.904	11.593	25.948	60.779	95.191
57.874	58.066	36.904	37.056	107.966	129.894	230.111	503.460
58.066	58.257	37.056	37.207	114.745	116.656	227.078	510.810
58.257	58.448	37.207	37.359	152.475	255.887	231.387	444.052
58.448	58.640	37.359	37.51	185.432	255.887	297.069	555.829
58.640	58.831	37.51	37.662	290.036	nan	505.536	910.598
58.831	59.022	37.662	37.813	185.560	250.247	244.201	604.989
59.022	59.077	37.813	37.853	54.063	75.805	159.347	366.911
59.077	59.132	37.853	37.894	66.797	93.772	225.914	521.733
59.132	59.187	37.894	37.934	19.265	34.222	85.018	106.684
59.187	59.242	37.934	37.974	19.265	34.222	85.018	106.684
59.242	59.297	37.974	38.014	61.513	279.568	125.270	318.575
59.297	59.352	38.014	38.054	31.894	148.212	82.347	311.590
59.352	59.483	38.054	38.161	157.198	329.213	311.383	604.314
59.483	59.615	38.161	38.268	351.854	266.321	475.210	1327.198
59.615	59.746	38.268	38.374	190.410	182.671	294.135	510.472
59.746	59.877	38.374	38.481	156.308	198.935	237.426	542.777
59.877	60.008	38.481	38.587	91.425	156.654	165.598	454.089
60.008	60.139	38.587	38.694	nan	nan	nan	nan
60.139	60.194	38.694	38.737	4.502	29.378	21.930	65.577
60.194	60.249	38.737	38.781	19.422	42.786	83.919	209.937
60.249	60.304	38.781	38.824	16.155	31.628	84.248	189.470
60.304	60.359	38.824	38.868	19.725	22.977	97.872	202.254
60.359	60.414	38.868	38.911	36.571	31.972	151.102	311.663
60.414	60.469	38.911	38.955	23.913	35.385	122.400	196.268
60.469	60.605	38.955	39.057	180.866	221.587	332.989	631.259
60.605	60.741	39.057	39.159	314.417	518.970	407.814	1080.286
60.741	60.877	39.159	39.261	293.827	374.128	351.713	862.982
60.877	61.013	39.261	39.363	129.594	177.567	244.897	438.750
61.013	61.149	39.363	39.465	60.529	193.183	128.090	307.025
61.149	61.285	39.465	39.567	60.615	111.064	125.020	299.782
61.285	61.345	39.567	39.618	21.350	63.186	59.928	160.779
61.345	61.405	39.618	39.668	42.457	142.147	208.060	301.369
61.405	61.466	39.668	39.719	29.159	80.571	124.422	421.891
61.466	61.526	39.719	39.77	33.801	55.240	102.119	243.117
61.526	61.586	39.77	39.821	34.133	53.431	100.526	230.348
61.586	61.646	39.821	39.872	25.932	20.520	109.682	128.055
61.646	61.771	39.872	39.976	121.399	123.068	285.755	418.260
61.771	61.896	39.976	40.08	332.415	167.963	563.406	1003.152
61.896	62.021	40.08	40.183	267.246	412.717	399.670	910.595
62.021	62.146	40.183	40.287	254.296	470.859	398.156	787.406
62.146	62.271	40.287	40.391	90.831	97.958	101.397	433.290
62.271	62.396	40.391	40.495	98.615	155.403	157.146	432.281
62.396	62.441	40.495	40.534	18.164	63.874	87.251	166.396
62.441	62.487	40.534	40.572	16.849	58.007	80.990	159.647
62.487	62.532	40.572	40.61	13.123	41.386	63.251	140.524
62.532	62.577	40.61	40.649	38.202	36.674	147.207	318.234
62.577	62.623	40.649	40.687	47.053	35.011	176.839	380.955
62.623	62.668	40.687	40.726	nan	nan	nan	nan
62.668	62.765	40.726	40.806	162.391	241.587	296.096	644.137
62.765	62.861	40.806	40.887	239.389	368.124	444.268	800.628
62.861	62.958	40.887	40.967	174.408	147.386	403.935	570.052
62.958	63.054	40.967	41.048	154.478	106.605	292.372	547.391
63.054	63.151	41.048	41.128	108.931	50.701	134.313	349.121
63.151	63.247	41.128	41.209	84.873	601.890	129.718	331.910
63.247	63.391	41.209	41.33	21.590	164.507	109.465	235.086
63.391	63.535	41.33	41.452	nan	nan	nan	nan
63.535	63.680	41.452	41.574	nan	nan	nan	nan
63.680	63.824	41.574	41.695	nan	nan	nan	nan
63.824	63.968	41.695	41.817	nan	nan	nan	nan
63.968	64.112	41.817	41.938	nan	nan	nan	nan
64.112	64.220	41.938	42.031	164.801	360.439	280.849	732.387
64.220	64.328	42.031	42.123	153.314	157.602	267.287	496.402
64.328	64.436	42.123	42.215	266.439	287.687	334.468	864.862
64.436	64.544	42.215	42.308	181.001	372.108	239.830	774.154
64.544	64.652	42.308	42.4	210.198	209.907	284.571	696.845
64.652	64.760	42.4	42.492	51.963	228.030	102.271	356.975
64.760	64.769	42.492	42.5	18.078	65.852	67.350	304.544
64.769	64.778	42.5	42.507	18.078	65.852	67.350	304.544
64.778	64.787	42.507	42.515	18.078	65.852	67.350	304.544
64.787	64.796	42.515	42.523	18.078	65.852	67.350	304.544
64.796	64.805	42.523	42.53	18.078	65.852	67.350	304.544
64.805	64.814	42.53	42.538	18.078	65.852	67.350	304.544
64.814	64.921	42.538	42.627	84.057	172.420	211.940	533.670
64.921	65.027	42.627	42.715	181.464	318.824	303.828	793.933
65.027	65.133	42.715	42.804	355.192	649.473	553.679	1287.929
65.133	65.240	42.804	42.893	182.881	245.505	349.422	701.344
65.240	65.346	42.893	42.982	153.079	256.755	298.474	555.925
65.346	65.452	42.982	43.071	132.732	768.868	249.099	661.360
65.452	65.528	43.071	43.134	39.443	182.499	123.286	308.960
65.528	65.604	43.134	43.197	28.373	76.986	131.253	215.173
65.604	65.680	43.197	43.26	41.517	44.904	133.505	234.695
65.680	65.756	43.26	43.322	58.672	92.341	138.131	281.736
65.756	65.832	43.322	43.385	66.269	208.387	185.332	328.879
65.832	65.908	43.385	43.448	36.098	205.046	61.745	141.794
65.908	65.974	43.448	43.503	174.550	390.506	280.509	667.387
65.974	66.039	43.503	43.558	113.931	155.179	228.869	417.319
66.039	66.105	43.558	43.614	211.407	256.064	357.066	573.802
66.105	66.170	43.614	43.669	219.230	282.062	324.834	540.090
66.170	66.236	43.669	43.724	126.594	157.326	233.130	386.818
66.236	66.301	43.724	43.779	72.559	141.311	163.435	281.075
66.301	66.354	43.779	43.824	47.805	183.050	83.194	247.222
66.354	66.407	43.824	43.869	8.186	35.005	69.793	125.893
66.407	66.459	43.869	43.914	7.547	18.478	46.826	97.762
66.459	66.512	43.914	43.96	28.725	77.176	89.328	276.467
66.512	66.565	43.96	44.005	48.285	54.433	74.746	353.944
66.565	66.617	44.005	44.05	30.419	44.993	95.962	228.888
66.617	66.679	44.05	44.102	199.020	375.062	393.045	699.651
66.679	66.740	44.102	44.154	86.770	98.229	209.866	317.462
66.740	66.801	44.154	44.207	183.212	142.074	304.635	535.738
66.801	66.863	44.207	44.259	186.381	284.568	277.497	630.472
66.863	66.924	44.259	44.311	104.388	743.104	233.843	461.055
66.924	66.986	44.311	44.363	150.540	410.000	287.481	481.085
66.986	67.121	44.363	44.478	35.645	154.087	84.597	302.143
67.121	67.257	44.478	44.592	18.373	81.214	85.747	367.062
67.257	67.392	44.592	44.707	17.404	29.056	122.565	179.975
67.392	67.528	44.707	44.822	13.192	9.619	48.521	181.597
67.528	67.664	44.822	44.936	48.321	98.259	142.351	363.151
67.664	67.799	44.936	45.051	53.356	184.012	110.367	427.124
67.799	67.910	45.051	45.149	64.994	43.138	101.545	318.275
67.910	68.021	45.149	45.246	151.869	1213.682	311.071	761.152
68.021	68.132	45.246	45.344	149.993	173.949	305.851	498.606
68.132	68.243	45.344	45.442	134.379	151.820	267.060	596.382
68.243	68.354	45.442	45.54	195.298	495.184	369.998	924.706
68.354	68.464	45.54	45.638	110.860	518.502	208.207	651.416
68.464	68.560	45.638	45.72	71.674	139.399	100.238	302.180
68.560	68.656	45.72	45.802	55.750	189.966	118.309	400.852
68.656	68.752	45.802	45.884	21.448	73.933	66.177	177.411
68.752	68.848	45.884	45.967	10.339	14.817	101.168	168.110
68.848	68.944	45.967	46.049	14.073	11.152	113.279	216.516
68.944	69.040	46.049	46.131	44.426	76.370	145.029	468.279
69.040	69.118	46.131	46.199	70.008	122.462	143.240	546.751
69.118	69.196	46.199	46.268	114.518	167.028	212.912	537.253
69.196	69.274	46.268	46.336	269.162	402.316	450.898	1082.578
69.274	69.352	46.336	46.404	211.453	311.854	328.427	757.659
69.352	69.430	46.404	46.473	123.386	194.747	253.045	616.702
69.430	69.509	46.473	46.541	146.805	335.137	232.029	555.100
69.509	69.576	46.541	46.602	34.493	94.512	57.045	222.894
69.576	69.644	46.602	46.662	19.386	126.636	50.881	172.625
69.644	69.711	46.662	46.723	16.160	67.028	142.534	250.835
69.711	69.779	46.723	46.783	16.374	39.990	91.657	240.655
69.779	69.846	46.783	46.844	26.535	67.203	118.107	257.315
69.846	69.914	46.844	46.904	34.884	43.812	141.543	206.205
69.914	69.996	46.904	46.977	47.968	142.082	115.991	423.792
69.996	70.078	46.977	47.05	65.674	123.019	155.893	349.919
70.078	70.161	47.05	47.123	149.727	591.851	370.745	672.053
70.161	70.243	47.123	47.196	133.478	383.036	280.862	582.902
70.243	70.325	47.196	47.269	259.189	472.556	469.245	1141.569
70.325	70.407	47.269	47.342	120.949	243.741	263.867	421.033
70.407	70.533	47.342	47.453	23.196	97.412	57.352	311.005
70.533	70.658	47.453	47.565	18.823	107.641	59.405	243.357
70.658	70.784	47.565	47.676	12.952	79.515	104.154	192.833
70.784	70.910	47.676	47.788	10.138	23.419	69.945	213.259
70.910	71.035	47.788	47.899	16.670	41.706	102.027	151.544
71.035	71.161	47.899	48.011	34.431	48.220	150.475	255.587
71.161	71.231	48.011	48.073	168.329	331.616	281.785	593.535
71.231	71.302	48.073	48.136	168.233	293.822	337.671	603.234
71.302	71.372	48.136	48.199	191.233	217.386	378.211	713.326
71.372	71.442	48.199	48.262	107.107	84.559	169.104	356.875
71.442	71.513	48.262	48.325	129.914	137.275	211.572	517.254
71.513	71.583	48.325	48.387	107.310	137.230	197.261	445.565
71.583	71.627	48.387	48.427	16.123	24.734	51.165	213.109
71.627	71.671	48.427	48.466	33.755	23.157	89.693	311.036
71.671	71.715	48.466	48.505	21.909	18.568	75.120	208.953
71.715	71.759	48.505	48.545	13.871	18.976	61.963	163.814
71.759	71.802	48.545	48.584	27.259	60.596	81.827	231.414
71.802	71.846	48.584	48.623	78.201	220.113	165.862	361.387
71.846	71.901	48.623	48.672	54.905	131.391	106.735	362.943
71.901	71.955	48.672	48.721	296.925	649.339	492.452	1425.951
71.955	72.010	48.721	48.769	447.443	1141.512	793.699	1851.905
72.010	72.064	48.769	48.818	218.136	456.820	351.436	881.779
72.064	72.119	48.818	48.867	182.256	704.658	433.836	694.071
72.119	72.173	48.867	48.915	114.965	246.954	193.036	487.683
72.173	72.294	48.915	49.023	40.318	171.414	101.454	222.405
72.294	72.415	49.023	49.131	21.128	80.884	118.031	273.567
72.415	72.535	49.131	49.239	15.957	12.390	66.750	210.821
72.535	72.656	49.239	49.347	29.310	52.032	82.342	310.842
72.656	72.777	49.347	49.455	14.960	13.413	90.078	105.507
72.777	72.898	49.455	49.563	16.413	18.138	111.727	214.565
72.898	72.974	49.563	49.632	95.866	112.464	197.167	392.244
72.974	73.050	49.632	49.7	186.626	311.485	357.402	668.878
73.050	73.126	49.7	49.768	141.217	281.013	330.994	588.209
73.126	73.202	49.768	49.837	168.729	365.091	360.732	786.027
73.202	73.278	49.837	49.905	129.642	146.542	177.743	629.287
73.278	73.355	49.905	49.974	161.628	647.678	265.445	818.556
73.355	73.449	49.974	50.058	60.525	259.025	135.544	429.007
73.449	73.542	50.058	50.142	33.016	139.294	104.162	350.200
73.542	73.636	50.142	50.227	27.381	66.727	80.132	371.531
73.636	73.730	50.227	50.311	20.618	44.310	78.703	338.998
73.730	73.824	50.311	50.396	28.789	49.361	96.535	269.954
73.824	73.918	50.396	50.48	39.093	88.832	138.546	338.305
73.918	73.992	50.48	50.546	148.122	191.837	214.812	556.120
73.992	74.066	50.546	50.613	122.550	148.965	193.735	536.416
74.066	74.139	50.613	50.679	159.834	129.396	288.509	550.643
74.139	74.213	50.679	50.746	179.838	190.493	321.271	575.904
74.213	74.287	50.746	50.812	125.901	205.748	176.232	466.025
74.287	74.360	50.812	50.879	94.372	321.549	157.208	368.951
74.360	74.416	50.879	50.928	42.233	367.585	147.441	216.082
74.416	74.471	50.928	50.978	12.448	66.180	60.007	148.668
74.471	74.526	50.978	51.027	4.861	17.382	35.848	99.840
74.526	74.581	51.027	51.077	24.102	13.806	125.009	133.018
74.581	74.637	51.077	51.127	11.480	7.783	63.298	106.312
74.637	74.692	51.127	51.176	10.542	6.073	50.710	84.077
74.692	74.727	51.176	51.208	76.637	82.738	141.696	347.237
74.727	74.763	51.208	51.239	98.672	170.921	215.039	398.796
74.763	74.799	51.239	51.271	120.708	259.105	288.382	450.355
74.799	74.834	51.271	51.302	138.569	188.943	439.948	429.897
74.834	74.870	51.302	51.333	99.326	186.088	293.973	364.771
74.870	74.906	51.333	51.365	60.082	183.234	147.997	299.645
74.906	75.060	51.365	51.494	28.482	96.842	97.492	184.748
75.060	75.215	51.494	51.624	40.636	57.490	126.923	285.745
75.215	75.370	51.624	51.753	13.316	26.238	51.362	126.115
75.370	75.525	51.753	51.883	8.847	11.475	28.500	101.243
75.525	75.680	51.883	52.013	11.101	16.204	30.913	62.487
75.680	75.834	52.013	52.142	21.724	111.412	89.642	220.159
75.834	75.929	52.142	52.228	126.165	431.868	275.411	707.229
75.929	76.024	52.228	52.314	218.072	462.024	413.960	873.032
76.024	76.119	52.314	52.4	280.647	441.558	464.926	793.157
76.119	76.214	52.4	52.485	114.624	289.510	177.633	358.340
76.214	76.308	52.485	52.571	123.117	936.502	164.654	722.384
76.308	76.403	52.571	52.657	101.261	1872.522	187.018	1207.816
76.403	76.480	52.657	52.723	28.700	117.437	106.326	322.212
76.480	76.557	52.723	52.788	9.055	20.919	73.505	164.987
76.557	76.634	52.788	52.853	10.848	16.878	88.002	150.448
76.634	76.711	52.853	52.919	11.349	11.316	49.451	104.722
76.711	76.787	52.919	52.984	40.132	154.363	167.420	272.152
76.787	76.864	52.984	53.05	66.300	200.872	206.275	359.455
76.864	76.966	53.05	53.141	115.637	216.409	167.887	503.010
76.966	77.068	53.141	53.231	243.381	336.786	362.944	751.620
77.068	77.170	53.231	53.322	108.450	244.533	208.919	360.385
77.170	77.273	53.322	53.413	195.774	564.704	336.088	637.530
77.273	77.375	53.413	53.504	83.380	247.800	153.920	339.372
77.375	77.477	53.504	53.595	69.409	220.533	100.173	326.679
77.477	77.504	53.595	53.62	26.125	67.557	67.885	183.761
77.504	77.531	53.62	53.644	25.984	53.480	77.681	176.423
77.531	77.558	53.644	53.669	25.842	39.403	87.477	169.085
77.558	77.585	53.669	53.693	27.196	39.476	78.714	165.302
77.585	77.612	53.693	53.718	37.150	68.766	46.355	169.853
77.612	77.639	53.718	53.743	48.763	102.939	8.603	175.162
77.639	77.720	53.743	53.815	94.537	461.205	254.891	465.252
77.720	77.802	53.815	53.888	207.201	345.744	289.448	660.624
77.802	77.883	53.888	53.96	165.089	231.734	254.255	439.289
77.883	77.964	53.96	54.033	146.933	1536.082	209.337	745.932
77.964	78.045	54.033	54.106	60.652	265.732	144.868	308.158
78.045	78.126	54.106	54.178	130.481	902.601	261.676	605.221
